AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Indore-Ii,271,GEN,Kailash Vijayvargiya,Bharatiya Janta Party,166792,105081,63.0 %,21062,20.0%
Indore-Iii,272,GEN,Gopal Krishan Nema,Bharatiya Janta Party,76292,54256,71.1 %,9714,17.9%
Indore-Iv,273,GEN,Laxman Singh Gaud,Bharatiya Janta Party,177927,116750,65.6 %,28109,24.1%
Indore-V,274,GEN,Bhanwar Singh Shekhawat,Bharatiya Janta Party,202392,120759,59.7 %,13162,10.9%
Sawer,275,SC,Prakash Sonkar,Bharatiya Janta Party,129422,88277,68.2 %,134,0.2%
Dewas,276,GEN,Yuvraj Tukojirao Pawar,Bharatiya Janta Party,159793,110273,69.0 %,20912,19.0%
Sonkatch,277,SC,Surender Verma,Bharatiya Janta Party,110960,82826,74.6 %,123,0.1%
Hatpipalya,278,GEN,Thakur Rajender Singh Baghel,Indian National Congress,113765,81877,72.0 %,1171,1.4%
Bagli,279,GEN,Kailash Joshi,Bharatiya Janta Party,121929,85938,70.5 %,401,0.5%
Khategaon,280,GEN,Kailash (Pappu) Ramchander Kundal,Indian National Congress,111051,73641,66.3 %,2645,3.6%
Harsud,281,ST,Kunwar Vijay Shah,Bharatiya Janta Party,113357,64334,56.8 %,17643,27.4%
Nimarkhedi,282,GEN,Raghuraj Singh,Bharatiya Janta Party,123738,72457,58.6 %,10272,14.2%
Pandhana,283,SC,Kishorilal Verma,Bharatiya Janta Party,118412,71479,60.4 %,9154,12.8%
Khandwa,284,GEN,Puranmal Sharma,Bharatiya Janta Party,121797,78518,64.5 %,7191,9.2%
Nepanagar,285,GEN,Tawantsingh Harnamsingh Keer,Indian National Congress,115184,76399,66.3 %,8713,11.4%
Shahpur,286,GEN,Nand Kumar Singh,Bharatiya Janta Party,110649,86031,77.8 %,7153,8.3%
Burhanpur,287,GEN,Mahant Swami Umesh Muni Guru Swami Sant Ram Ji,Independent,122499,83423,68.1 %,352,0.4%
Bhikangaon,288,ST,Jawan Singh,Indian National Congress,108790,56805,52.2 %,1739,3.1%
Barwaha,289,GEN,Tarachand Shivaji Patel,Indian National Congress,125154,82722,66.1 %,2835,3.4%
Maheshwar,290,SC,Vijaylaxmi Sadho,Indian National Congress,119048,80885,67.9 %,5878,7.3%
Kasrawad,291,GEN,Subhash Chandra Gangaram Yadav,Indian National Congress,120875,90897,75.2 %,11587,12.7%
Khargone,292,GEN,Parasram Baboolal Dandir,Indian National Congress,121974,86530,70.9 %,2689,3.1%
Dhulkot,293,ST,Chidabhai Davar,Indian National Congress,106182,62643,59.0 %,9701,15.5%
Sendhwa,294,ST,Gyarsilal Ravat,Indian National Congress,119209,74697,62.7 %,6472,8.7%
Anjad,295,ST,Mangilal Adivasi,Indian National Congress,105967,69130,65.2 %,1054,1.5%
Rajpur,296,ST,Balaram Bacchan,Indian National Congress,118574,76131,64.2 %,5945,7.8%
Barwani,297,ST,Prem Singh,Bharatiya Janta Party,112068,70022,62.5 %,4072,5.8%
Manawar,298,ST,Dario Singh Solanki,Indian National Congress,116242,75890,65.3 %,15742,20.7%
Dharampuri,299,ST,Pratapsingh Baghel,Indian National Congress,122717,82352,67.1 %,9750,11.8%
Dhar,300,GEN,Vikram Verma,Bharatiya Janta Party,161418,99033,61.4 %,6456,6.5%
Badnawar,301,GEN,Rameshchandrasingh Rathore (Gattubana),Bharatiya Janta Party,125938,87218,69.3 %,1621,1.9%
Sardarpur,302,ST,Ganpatsingh Patel Gadbori,Indian National Congress,137533,76508,55.6 %,15440,20.2%
